,车号,CollectTime,加速踏板位置,电池包主负继电器状态,电池包主正继电器状态,制动踏板状态,驾驶员离开提示,主驾驶座占用状态,驾驶员安全带状态,手刹状态,整车钥匙状态,低压蓄电池电压,整车当前档位状态,整车当前总电流,整车当前总电压,车速,方向盘转角,time_delta,time_delta_5,电池包主负继电器状态cate,if_off,if_on,v_diff1,v_diff2,v_diff3,v_diff4,a_min5,a_mean5,a_max3
10836,121,2020-12-02 20:09:47,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10837,121,2020-12-02 20:09:49,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10838,121,2020-12-02 20:09:51,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10839,121,2020-12-02 20:09:53,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10840,121,2020-12-02 20:09:55,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10841,121,2020-12-02 20:09:57,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10842,121,2020-12-02 20:09:59,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,14.01,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10843,121,2020-12-02 20:10:01,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10844,121,2020-12-02 20:10:03,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10845,121,2020-12-02 20:10:05,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10846,121,2020-12-02 20:10:07,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10847,121,2020-12-02 20:10:09,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10848,121,2020-12-02 20:10:11,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10849,121,2020-12-02 20:10:13,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10850,121,2020-12-02 20:10:15,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10851,121,2020-12-02 20:10:17,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10852,121,2020-12-02 20:10:19,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10853,121,2020-12-02 20:10:21,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10854,121,2020-12-02 20:10:23,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10855,121,2020-12-02 20:10:25,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10856,121,2020-12-02 20:10:27,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10857,121,2020-12-02 20:10:29,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10858,121,2020-12-02 20:10:31,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10859,121,2020-12-02 20:10:33,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10860,121,2020-12-02 20:10:35,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10861,121,2020-12-02 20:10:37,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10862,121,2020-12-02 20:10:39,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10863,121,2020-12-02 20:10:41,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10864,121,2020-12-02 20:10:43,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10865,121,2020-12-02 20:10:45,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10866,121,2020-12-02 20:10:47,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10867,121,2020-12-02 20:10:49,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10868,121,2020-12-02 20:10:51,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10869,121,2020-12-02 20:10:53,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10870,121,2020-12-02 20:10:55,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10871,121,2020-12-02 20:10:57,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10872,121,2020-12-02 20:10:59,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10873,121,2020-12-02 20:11:01,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10874,121,2020-12-02 20:11:03,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10875,121,2020-12-02 20:11:05,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10876,121,2020-12-02 20:11:07,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10877,121,2020-12-02 20:11:09,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10878,121,2020-12-02 20:11:11,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10879,121,2020-12-02 20:11:13,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10880,121,2020-12-02 20:11:15,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10881,121,2020-12-02 20:11:17,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10882,121,2020-12-02 20:11:19,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10883,121,2020-12-02 20:11:21,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10884,121,2020-12-02 20:11:23,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10885,121,2020-12-02 20:11:25,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10886,121,2020-12-02 20:11:27,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10887,121,2020-12-02 20:11:29,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10888,121,2020-12-02 20:11:31,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10889,121,2020-12-02 20:11:33,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.4,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10890,121,2020-12-02 20:11:35,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10891,121,2020-12-02 20:11:37,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10892,121,2020-12-02 20:11:39,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10893,121,2020-12-02 20:11:41,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10894,121,2020-12-02 20:11:43,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.4,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10895,121,2020-12-02 20:11:45,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10896,121,2020-12-02 20:11:47,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10897,121,2020-12-02 20:11:49,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10898,121,2020-12-02 20:11:51,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10899,121,2020-12-02 20:11:53,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10900,121,2020-12-02 20:11:55,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10901,121,2020-12-02 20:11:57,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10902,121,2020-12-02 20:11:59,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10903,121,2020-12-02 20:12:01,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10904,121,2020-12-02 20:12:03,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10905,121,2020-12-02 20:12:05,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10906,121,2020-12-02 20:12:07,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10907,121,2020-12-02 20:12:09,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10908,121,2020-12-02 20:12:11,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10909,121,2020-12-02 20:12:13,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10910,121,2020-12-02 20:12:15,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10911,121,2020-12-02 20:12:17,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10912,121,2020-12-02 20:12:19,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10913,121,2020-12-02 20:12:21,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10914,121,2020-12-02 20:12:23,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10915,121,2020-12-02 20:12:25,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10916,121,2020-12-02 20:12:27,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10917,121,2020-12-02 20:12:29,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.3,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10918,121,2020-12-02 20:12:31,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10919,121,2020-12-02 20:12:33,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10920,121,2020-12-02 20:12:35,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10921,121,2020-12-02 20:12:37,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10922,121,2020-12-02 20:12:39,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10923,121,2020-12-02 20:12:41,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10924,121,2020-12-02 20:12:43,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10925,121,2020-12-02 20:12:45,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10926,121,2020-12-02 20:12:47,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10927,121,2020-12-02 20:12:49,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10928,121,2020-12-02 20:12:51,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10929,121,2020-12-02 20:12:53,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10930,121,2020-12-02 20:12:55,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10931,121,2020-12-02 20:12:57,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10932,121,2020-12-02 20:12:59,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10933,121,2020-12-02 20:13:01,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10934,121,2020-12-02 20:13:03,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10935,121,2020-12-02 20:13:05,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10936,121,2020-12-02 20:13:07,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10937,121,2020-12-02 20:13:09,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10938,121,2020-12-02 20:13:11,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10939,121,2020-12-02 20:13:13,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10940,121,2020-12-02 20:13:15,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10941,121,2020-12-02 20:13:17,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.5,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10942,121,2020-12-02 20:13:19,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10943,121,2020-12-02 20:13:21,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10944,121,2020-12-02 20:13:23,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10945,121,2020-12-02 20:13:25,0.0,连接,断开,未踩,No Warning,空置,未系,手刹拉起,OFF,13.96,空档,-13.6,118.2,0.0,31.125,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
